LL XC,HL XC,HL Atoms,Post-HF Method,Basis,OH-H Distance,Total DFT Energy (A-in-B),AB LL Energy,A HL Energy,A LL Energy,PB Correction,AB_LL Time,A_LL Time,A_HL Time
PBE,PBE,4,N/A,NAO-VCC-3Z,4.062030686488679,-14854.759251246578,-14854.759251246578,-4068.7034480577368,-4068.703448057737,3.0588339423875956e-14,23.219706058502197,3.3526620864868164,4.122175216674805
PBE,PBE,4,N/A,NAO-VCC-3Z,4.362030686488679,-14854.751793357573,-14854.751793357565,-4068.7880902650622,-4068.788090265055,-3.700811436468943e-14,23.2121741771698,3.295164108276367,4.083070755004883
PBE,PBE,4,N/A,NAO-VCC-3Z,4.162030686488679,-14854.756476765682,-14854.756476765684,-4068.734283133379,-4068.7342831333785,-1.2839549881626945e-14,23.18527603149414,3.352492570877075,4.121397256851196
PBE,PBE,4,N/A,NAO-VCC-3Z,4.2620306864886786,-14854.754003516444,-14854.75400351643,-4068.758921133429,-4068.7589211334166,-9.818479321244133e-15,23.182213306427002,3.3549158573150635,4.1199047565460205
PBE,PBE,4,N/A,NAO-VCC-3Z,3.662030686488679,-14854.77415256699,-14854.774152566997,-4068.5998053537114,-4068.5998053537187,2.643436740334959e-15,23.18644142150879,3.362938642501831,4.192083120346069
PBE,PBE,4,N/A,NAO-VCC-3Z,3.762030686488679,-14854.769757093347,-14854.769757093345,-4068.610171955602,-4068.6101719556004,4.682659368593356e-14,23.21550989151001,3.4069406986236572,4.210256576538086
PBE,PBE,4,N/A,NAO-VCC-3Z,3.5620306864886793,-14854.779094564785,-14854.779094564781,-4068.554894476682,-4068.5548944766783,5.022529806636422e-14,23.226828813552856,3.360316276550293,4.197600364685059
PBE,PBE,4,N/A,NAO-VCC-3Z,3.86203068648868,-14854.765839334385,-14854.765839334386,-4068.6427162971804,-4068.642716297182,-5.6645073007177695e-15,23.239885330200195,3.4387869834899902,4.164769411087036
PBE,PBE,4,N/A,NAO-VCC-3Z,3.962030686488679,-14854.762355496416,-14854.76235549641,-4068.673435397771,-4068.6734353977663,-1.5860620442009756e-14,23.20873999595642,3.405132293701172,4.2064268589019775
PBE,PBE,4,N/A,NAO-VCC-3Z,3.4620306864886787,-14854.784650933732,-14854.784650933741,-4068.5212750685705,-4068.5212750685787,-6.533065086827828e-14,23.212737798690796,3.4376380443573,4.228775262832642
PBE,PBE,4,N/A,NAO-VCC-3Z,3.362030686488679,-14854.790890120095,-14854.790890120106,-4068.501351702615,-4068.5013517026237,-1.661588808210546e-14,23.440792560577393,3.350857734680176,4.310549020767212
PBE,PBE,4,N/A,NAO-VCC-3Z,3.2620306864886794,-14854.797898290337,-14854.797898290337,-4068.4757055441924,-4068.4757055441914,2.87001703236367e-14,23.672012090682983,3.416002035140991,4.430166721343994
PBE,PBE,4,N/A,NAO-VCC-3Z,3.162030686488679,-14854.805760197387,-14854.805760197392,-4068.4371658133387,-4068.4371658133446,-2.1902761562775375e-14,23.790911436080933,3.5801284313201904,4.308332204818726
PBE,PBE,4,N/A,NAO-VCC-3Z,3.0620306864886793,-14854.81457147987,-14854.814571479868,-4068.4155932818,-4068.4155932817976,3.549757908449802e-14,23.80716323852539,3.5098042488098145,4.429385662078857
PBE,PBE,4,N/A,NAO-VCC-3Z,2.9620306864886796,-14854.824427610874,-14854.82442761088,-4068.379797120954,-4068.3797971209583,-4.9092396606220667e-14,23.923779726028442,3.464815616607666,4.373507261276245
PBE,PBE,4,N/A,NAO-VCC-3Z,2.7620306864886794,-14854.847616885894,-14854.847616885896,-4068.311998207083,-4068.3119982070857,-2.87001703236367e-14,24.187589168548584,3.5317394733428955,4.411223649978638
PBE,PBE,4,N/A,NAO-VCC-3Z,2.6620306864886794,-14854.861071883677,-14854.861071883674,-4068.2838050469727,-4068.283805046969,2.567909976325389e-14,24.329724311828613,3.491938591003418,4.530514478683472
PBE,PBE,4,N/A,NAO-VCC-3Z,2.862030686488679,-14854.835416581915,-14854.83541658191,-4068.349424461784,-4068.3494244617787,-1.0951380781387688e-14,24.420697689056396,3.4965460300445557,4.4489781856536865
PBE,PBE,4,N/A,NAO-VCC-3Z,2.5620306864886793,-14854.875765619887,-14854.875765619885,-4068.244020429608,-4068.2440204296063,-2.001459246253612e-14,24.538782358169556,3.541264295578003,4.4640796184539795
PBE,PBE,4,N/A,NAO-VCC-3Z,2.462030686488679,-14854.891586239572,-14854.891586239572,-4068.210668077533,-4068.2106680775332,-1.2839549881626945e-14,24.8782217502594,3.6149747371673584,4.566465377807617
PBE,PBE,4,N/A,NAO-VCC-3Z,2.262030686488679,-14854.925255445063,-14854.925255445065,-4068.1196692118333,-4068.1196692118356,-1.3972451341770499e-14,25.13236904144287,3.678493022918701,4.790369272232056
PBE,PBE,4,N/A,NAO-VCC-3Z,2.362030686488679,-14854.90826179275,-14854.908261792742,-4068.1663846384695,-4068.166384638461,2.87001703236367e-14,24.991228580474854,3.712470054626465,4.595753908157349
PBE,PBE,4,N/A,NAO-VCC-3Z,2.16203068648868,-14854.941659998276,-14854.941659998276,-4068.065072066766,-4068.065072066766,-3.172124088401951e-14,25.300110578536987,3.6706881523132324,4.594245433807373
PBE,PBE,4,N/A,NAO-VCC-3Z,1.9620306864886794,-14854.96586987795,-14854.965869877946,-4067.9149369482193,-4067.9149369482166,-2.8322536503588847e-14,25.304062843322754,3.7225570678710938,4.749892473220825
PBE,PBE,4,N/A,NAO-VCC-3Z,2.0620306864886793,-14854.95598889379,-14854.955988893787,-4067.9994456353165,-4067.999445635315,-2.5301465943206036e-14,25.618624210357666,3.6468307971954346,4.747990369796753
PBE,PBE,4,N/A,NAO-VCC-3Z,1.7620306864886794,-14854.955846169187,-14854.955846169201,-4067.6885767853437,-4067.6885767853573,-3.247650852411521e-14,26.20271873474121,3.7893199920654297,4.756133556365967
PBE,PBE,4,N/A,NAO-VCC-3Z,1.8620306864886793,-14854.967661511395,-14854.9676615114,-4067.818817000807,-4067.8188170008125,-4.41831569455986e-14,26.272359609603882,3.739405870437622,4.784965753555298
PBE,PBE,4,N/A,NAO-VCC-3Z,1.5620306864886795,-14854.854187431198,-14854.854187431205,-4067.284893374347,-4067.2848933743544,-4.002918492507224e-14,27.11012291908264,3.8949925899505615,4.9461565017700195
PBE,PBE,4,N/A,NAO-VCC-3Z,1.4620306864886796,-14854.733694270111,-14854.733694270119,-4066.981670044145,-4066.981670044153,-6.797408760861323e-14,27.09048366546631,3.858969211578369,4.97792649269104
PBE,PBE,4,N/A,NAO-VCC-3Z,1.6620306864886796,-14854.922132820848,-14854.92213282085,-4067.518115725431,-4067.518115725433,-1.6238254262057606e-14,27.612118005752563,3.8714101314544678,4.761892557144165
PBE,PBE,4,N/A,NAO-VCC-3Z,1.3620306864886795,-14854.533362510838,-14854.533362510829,-4066.569839434859,-4066.56983943485,-2.8133719593564922e-14,27.421998739242554,3.957184076309204,4.973012447357178
PBE,PBE,4,N/A,NAO-VCC-3Z,1.2620306864886794,-14854.21213238895,-14854.212132388955,-4066.0026693127475,-4066.0026693127534,6.419774940813472e-15,27.613293647766113,3.9372198581695557,5.0209667682647705
PBE,PBE,4,N/A,NAO-VCC-4Z,2.6620306864886794,-14854.96276408733,-14854.962764087302,-4068.3878238201087,-4068.3878238200855,-1.5331933093942762e-13,55.173949241638184,9.008081197738647,11.76344084739685
PBE,PBE,4,N/A,NAO-VCC-4Z,2.5620306864886793,-14854.977139354136,-14854.977139354125,-4068.3491268666585,-4068.3491268666467,-1.0369824698513998e-12,55.16433572769165,9.060781240463257,11.895912170410156
PBE,PBE,4,N/A,NAO-VCC-4Z,2.7620306864886794,-14854.949627889504,-14854.949627889519,-4068.4240256060575,-4068.4240256060757,1.891945438439735e-13,55.173720359802246,9.131457567214966,11.836363315582275
PBE,PBE,4,N/A,NAO-VCC-4Z,2.462030686488679,-14854.992645937147,-14854.992645937144,-4068.31425141251,-4068.3142514124993,-4.478737105767516e-13,55.93275785446167,9.334221601486206,12.156424760818481
PBE,PBE,4,N/A,NAO-VCC-4Z,2.0620306864886793,-14855.055972713268,-14855.05597271323,-4068.096898889162,-4068.0968988891364,-4.72419908879862e-13,55.18508839607239,9.570773839950562,12.588328838348389
PBE,PBE,4,N/A,NAO-VCC-4Z,2.362030686488679,-14855.009017378597,-14855.009017378621,-4068.2673978207877,-4068.2673978208004,-3.999142154306745e-13,56.41815710067749,9.419725179672241,12.21719241142273
PBE,PBE,4,N/A,NAO-VCC-4Z,2.262030686488679,-14855.025724603855,-14855.025724603882,-4068.2213040296474,-4068.2213040296715,6.072351826369449e-13,56.819735527038574,9.371566534042358,12.197854042053223
PBE,PBE,4,N/A,NAO-VCC-4Z,2.16203068648868,-14855.041869223593,-14855.041869223542,-4068.1603204681724,-4068.160320468128,4.467408091166081e-13,57.96892952919006,9.657900094985962,12.41003680229187
PBE,PBE,4,N/A,NAO-VCC-4Z,1.9620306864886794,-14855.06567015342,-14855.065670153443,-4068.014031589064,-4068.014031589087,-1.265073297160302e-13,61.23442006111145,9.839126348495483,12.820679426193237
PBE,PBE,4,N/A,NAO-VCC-4Z,1.8620306864886793,-14855.067327911265,-14855.067327911254,-4067.9088469271123,-4067.908846927105,4.2294987845359347e-13,61.402329444885254,9.91429328918457,12.91658067703247
PBE,PBE,4,N/A,NAO-VCC-4Z,1.7620306864886794,-14855.055431981518,-14855.055431981511,-4067.7805788044134,-4067.780578804406,4.9092396606220667e-14,62.706849336624146,10.154428005218506,13.30448293685913
PBE,PBE,4,N/A,NAO-VCC-4Z,1.6620306864886796,-14855.021697725877,-14855.021697725857,-4067.611268342269,-4067.611268342251,-1.2235335769550382e-13,64.07824754714966,10.288298606872559,13.367820024490356
PBE,PBE,4,N/A,NAO-VCC-4Z,1.5620306864886795,-14854.95379923897,-14854.953799238892,-4067.381330239056,-4067.381330238981,-1.0736129503960412e-12,64.52085161209106,10.530716896057129,13.791237354278564
PBE,PBE,4,N/A,NAO-VCC-4Z,1.4620306864886796,-14854.833434632723,-14854.83343463272,-4067.075889704898,-4067.0758897048963,-6.759645378856538e-13,65.14581680297852,10.65439772605896,13.890305280685425
PBE,PBE,4,N/A,NAO-VCC-4Z,1.3620306864886795,-14854.633338052852,-14854.633338052796,-4066.66531362388,-4066.665313623833,-5.475690390693844e-14,66.6194486618042,10.8100745677948,14.003136396408081
PBE,PBE,4,N/A,NAO-VCC-4Z,1.2620306864886794,-14854.311673808224,-14854.311673808188,-4066.1017669761695,-4066.1017669761422,-5.879758578145045e-13,66.32117819786072,10.808577537536621,14.289740800857544
PBE,PBE,4,N/A,NAO-VCC-4Z,4.362030686488679,-14854.858043630906,-14854.858043630884,-4068.916430135406,-4068.9164301353894,1.340600061169872e-13,46.97973275184631,7.999967575073242,10.104100227355957
PBE,PBE,4,N/A,NAO-VCC-4Z,4.2620306864886786,-14854.860163785886,-14854.860163785868,-4068.8890843824183,-4068.889084382399,-2.919109428969891e-13,46.972750663757324,7.950012922286987,10.126474380493164
PBE,PBE,4,N/A,NAO-VCC-4Z,4.162030686488679,-14854.862535009299,-14854.862535009312,-4068.8702070421677,-4068.870207042177,4.3465652687507683e-13,47.71168804168701,7.980335712432861,10.397929191589355
PBE,PBE,4,N/A,NAO-VCC-4Z,3.962030686488679,-14854.868164119229,-14854.86816411922,-4068.804324278083,-4068.8043242780504,-9.67497846962595e-13,48.02695655822754,8.03429102897644,10.32744026184082
PBE,PBE,4,N/A,NAO-VCC-4Z,4.062030686488679,-14854.865192988991,-14854.865192988973,-4068.8199871940496,-4068.819987194022,5.74003406472734e-14,48.048811197280884,8.067216634750366,10.818234205245972
PBE,PBE,4,N/A,NAO-VCC-4Z,3.86203068648868,-14854.87149932829,-14854.871499328281,-4068.7710080281536,-4068.771008028143,4.048234550912966e-13,48.93114995956421,8.124659538269043,10.530123949050903
PBE,PBE,4,N/A,NAO-VCC-4Z,3.762030686488679,-14854.875248249158,-14854.875248249153,-4068.7391712636513,-4068.7391712636413,-1.0875854017378118e-13,49.44589853286743,8.287315130233765,10.762303829193115
PBE,PBE,4,N/A,NAO-VCC-4Z,3.5620306864886793,-14854.88418931048,-14854.884189310498,-4068.670984853058,-4068.6709848530727,6.986225670885249e-14,49.61763334274292,8.315248966217041,10.726780652999878
PBE,PBE,4,N/A,NAO-VCC-4Z,3.4620306864886787,-14854.889515585286,-14854.889515585262,-4068.6492053077945,-4068.649205307762,-3.68192974546655e-13,49.80352473258972,8.367535591125488,10.712769746780396
PBE,PBE,4,N/A,NAO-VCC-4Z,3.662030686488679,-14854.879455486394,-14854.87945548637,-4068.714397047799,-4068.714397047779,5.249110098665133e-13,50.51828479766846,8.3397057056427,10.72420620918274
PBE,PBE,4,N/A,NAO-VCC-4Z,3.362030686488679,-14854.895507158722,-14854.895507158693,-4068.6224072910854,-4068.622407291048,-1.5860620442009756e-13,50.548282623291016,8.47583532333374,10.9185311794281
PBE,PBE,4,N/A,NAO-VCC-4Z,3.2620306864886794,-14854.902249980754,-14854.90224998079,-4068.601199389309,-4068.6011993893326,-1.4006438385574805e-12,50.57621169090271,8.490838050842285,10.981995820999146
PBE,PBE,4,N/A,NAO-VCC-4Z,3.162030686488679,-14854.908989940262,-14854.908989940304,-4068.553019284509,-4068.553019284548,6.261168736393374e-13,51.96303343772888,8.538640022277832,10.998791217803955
PBE,PBE,4,N/A,NAO-VCC-4Z,3.0620306864886793,-14854.917509300369,-14854.917509300378,-4068.531546447696,-4068.531546447702,-4.101103285719665e-13,51.598344802856445,8.776440858840942,11.146711587905884
PBE,PBE,4,N/A,NAO-VCC-4Z,2.9620306864886796,-14854.927063681422,-14854.927063681373,-4068.49233768235,-4068.492337682304,-4.913015998822545e-13,52.76319861412048,8.808149337768555,11.386139392852783
PBE,PBE,4,N/A,NAO-VCC-4Z,2.862030686488679,-14854.937743138444,-14854.937743138496,-4068.4664519986354,-4068.4664519986827,-1.1895465331507317e-13,53.78857374191284,9.046223402023315,11.743173599243164
PBE,PBE,4,N/A,NAO-VCC-5Z,4.362030686488679,-14854.884004979607,-14854.884004979654,-4068.9632749656876,-4068.9632749657294,-6.166760281381412e-13,122.04835724830627,22.361188411712646,28.233672618865967
PBE,PBE,4,N/A,NAO-VCC-5Z,4.2620306864886786,-14854.886074395907,-14854.886074395932,-4068.9411876201716,-4068.94118762021,4.467408091166081e-13,122.66951298713684,22.471736907958984,28.416329860687256
PBE,PBE,4,N/A,NAO-VCC-5Z,4.162030686488679,-14854.888391016326,-14854.888391016315,-4068.9241963034106,-4068.9241963034037,-4.984766424631637e-14,124.11354660987854,22.72904372215271,28.821399450302124
PBE,PBE,4,N/A,NAO-VCC-5Z,4.062030686488679,-14854.89098741442,-14854.890987414366,-4068.9051747448448,-4068.9051747447866,-2.443290815709598e-13,124.98698496818542,22.700446128845215,28.973475456237793
PBE,PBE,4,N/A,NAO-VCC-5Z,3.962030686488679,-14854.893889601479,-14854.893889601466,-4068.851364408946,-4068.851364408939,-1.1842596596700617e-12,125.83456802368164,23.035980224609375,29.083402156829834
PBE,PBE,4,N/A,NAO-VCC-5Z,3.86203068648868,-14854.897150208179,-14854.897150208259,-4068.837820810755,-4068.8378208108334,-3.674377069065593e-13,126.52242541313171,23.110508918762207,29.51662302017212
PBE,PBE,4,N/A,NAO-VCC-5Z,3.5620306864886793,-14854.90957085976,-14854.909570859803,-4068.7394546367386,-4068.7394546367796,2.752950548148836e-13,127.72474145889282,23.189645767211914,29.67105197906494
PBE,PBE,4,N/A,NAO-VCC-5Z,3.762030686488679,-14854.900815615672,-14854.900815615707,-4068.7911822880114,-4068.7911822880346,1.1744411803488174e-13,128.5356423854828,23.44997811317444,29.780802011489868
PBE,PBE,4,N/A,NAO-VCC-5Z,3.662030686488679,-14854.904932629139,-14854.904932629177,-4068.7605315363826,-4068.760531536419,2.643436740334959e-13,128.64783716201782,23.350936889648438,29.823412656784058
PBE,PBE,4,N/A,NAO-VCC-5Z,3.4620306864886787,-14854.91479525421,-14854.914795254208,-4068.703739118625,-4068.703739118625,-5.853324210741696e-14,129.99515342712402,23.738464832305908,30.099024772644043
PBE,PBE,4,N/A,NAO-VCC-5Z,3.362030686488679,-14854.92068081471,-14854.920680814728,-4068.6626715214225,-4068.6626715214416,-1.1744411803488174e-13,130.2516233921051,23.823731184005737,30.20507502555847
PBE,PBE,4,N/A,NAO-VCC-5Z,3.2620306864886794,-14854.927312834538,-14854.927312834516,-4068.6399099730397,-4068.6399099730183,4.1199849767220577e-13,131.8790557384491,23.873082160949707,30.445876359939575
PBE,PBE,4,N/A,NAO-VCC-5Z,3.162030686488679,-14854.934779781692,-14854.934779781655,-4068.6047621453354,-4068.6047621452944,1.3708107667737004e-13,132.48428916931152,24.185673236846924,30.642829179763794
PBE,PBE,4,N/A,NAO-VCC-5Z,3.0620306864886793,-14854.94317912709,-14854.943179127093,-4068.574224243175,-4068.5742242431756,4.2861438575431124e-13,133.4884216785431,24.221324920654297,30.836219310760498
PBE,PBE,4,N/A,NAO-VCC-5Z,2.862030686488679,-14854.9622912946,-14854.962291294622,-4068.507518885719,-4068.507518885737,-5.583316029407482e-13,134.75497817993164,24.4297456741333,31.14284634590149
PBE,PBE,4,N/A,NAO-VCC-5Z,2.9620306864886796,-14854.952608808437,-14854.952608808366,-4068.542187086918,-4068.5421870868513,-2.94554379637324e-13,135.5631968975067,24.45982837677002,35.334747552871704
PBE,PBE,4,N/A,NAO-VCC-5Z,2.362030686488679,-14855.032957141382,-14855.03295714143,-4068.3137702846234,-4068.313770284668,-4.0218001835096166e-13,138.958331823349,24.80289936065674,32.03759765625
PBE,PBE,4,N/A,NAO-VCC-5Z,2.462030686488679,-14855.016702429291,-14855.01670242929,-4068.354157512309,-4068.3541575123063,1.661588808210546e-14,139.0798373222351,24.8360378742218,31.8946373462677
PBE,PBE,4,N/A,NAO-VCC-5Z,2.6620306864886794,-14854.987065750736,-14854.987065750713,-4068.435711783502,-4068.4357117834825,1.5194096749625298e-12,139.63903713226318,25.042995929718018,32.15190124511719
PBE,PBE,4,N/A,NAO-VCC-5Z,2.0620306864886793,-14855.078688345526,-14855.078688345571,-4068.1357249105886,-4068.1357249106213,2.290349118590218e-13,137.53261470794678,25.69960927963257,33.15194749832153
PBE,PBE,4,N/A,NAO-VCC-5Z,2.7620306864886794,-14854.974053599757,-14854.974053599748,-4068.47020419635,-4068.470204196333,-7.552676400957026e-16,140.11879968643188,24.996787071228027,32.13155436515808
PBE,PBE,4,N/A,NAO-VCC-5Z,2.5620306864886793,-14855.001317083475,-14855.001317083483,-4068.4005587466518,-4068.400558746658,-4.3918813271565106e-13,142.60375356674194,25.529970407485962,32.92691230773926
PBE,PBE,4,N/A,NAO-VCC-5Z,2.16203068648868,-14855.064678892299,-14855.06467889234,-4068.199275317456,-4068.199275317499,-9.063211681148431e-14,143.4355719089508,25.56873083114624,32.958609104156494
PBE,PBE,4,N/A,NAO-VCC-5Z,2.262030686488679,-14855.0495522647,-14855.049552264638,-4068.2621157723697,-4068.262115772306,4.323907239547897e-14,141.09406089782715,25.267894744873047,32.35374212265015
PBE,PBE,4,N/A,NAO-VCC-5Z,1.9620306864886794,-14855.088296966327,-14855.088296966287,-4068.050509984605,-4068.0505099845677,6.888040877672808e-13,147.70842576026917,26.00309443473816,34.19409513473511
PBE,PBE,4,N/A,NAO-VCC-5Z,1.8620306864886793,-14855.089872770963,-14855.089872770908,-4067.9474009974856,-4067.9474009974265,3.3477238147242016e-13,149.3431224822998,26.159692764282227,33.76845574378967
PBE,PBE,4,N/A,NAO-VCC-5Z,1.7620306864886794,-14855.077904424099,-14855.0779044241,-4067.8150159873894,-4067.815015987385,-2.1411837596713168e-13,152.16218543052673,26.60619306564331,34.36483097076416
PBE,PBE,4,N/A,NAO-VCC-5Z,1.5620306864886795,-14854.976178828974,-14854.976178828969,-4067.423346566405,-4067.4233465664,-1.0989144163392473e-13,155.89148950576782,27.3643319606781,35.71731877326965
PBE,PBE,4,N/A,NAO-VCC-5Z,1.4620306864886796,-14854.855799676447,-14854.855799676421,-4067.1137939796818,-4067.113793979657,-1.000729623126806e-14,157.8983073234558,27.66604781150818,35.95272159576416
PBE,PBE,4,N/A,NAO-VCC-5Z,1.6620306864886796,-14855.04411295502,-14855.04411295496,-4067.6500615716923,-4067.6500615716322,3.0739392951895096e-13,154.77393889427185,26.736206531524658,34.58607268333435
PBE,PBE,4,N/A,NAO-VCC-5Z,1.2620306864886794,-14854.332628429242,-14854.332628429229,-4066.14089293491,-4066.140892934904,-9.591899029215424e-13,162.13128399848938,28.308035612106323,36.89554762840271
PBE,PBE,4,N/A,NAO-VCC-5Z,1.3620306864886795,-14854.655645897321,-14854.655645897297,-4066.707487992402,-4066.7074879923803,-1.7767671233251403e-13,162.39181280136108,28.37816572189331,36.921430349349976
PBE,PBE,10,N/A,NAO-VCC-3Z,2.7620306864886794,-14854.84761688591,-14854.847616885905,-6189.94344161317,-6189.943441613164,3.5875212904545875e-15,25.409545183181763,3.602999687194824,4.5056986808776855
PBE,PBE,10,N/A,NAO-VCC-3Z,2.462030686488679,-14854.891586239566,-14854.891586239562,-6189.860684439309,-6189.860684439305,1.0838090635373332e-13,25.46456289291382,3.621109962463379,4.548787832260132
PBE,PBE,10,N/A,NAO-VCC-3Z,2.6620306864886794,-14854.861071883695,-14854.861071883697,-6189.914423553398,-6189.9144235534,-5.456808699691451e-14,25.407530546188354,3.5954463481903076,4.4425647258758545
PBE,PBE,10,N/A,NAO-VCC-3Z,2.5620306864886793,-14854.875765619898,-14854.875765619889,-6189.890908895892,-6189.890908895882,6.042141120765621e-15,25.407477378845215,3.6003634929656982,4.576148271560669
PBE,PBE,10,N/A,NAO-VCC-3Z,2.262030686488679,-14854.925255445056,-14854.925255445072,-6189.8022189613985,-6189.802218961415,4.682659368593356e-14,25.582361459732056,3.659587860107422,4.558426856994629
PBE,PBE,10,N/A,NAO-VCC-3Z,2.362030686488679,-14854.908261792734,-14854.908261792729,-6189.832757114939,-6189.832757114935,3.776338200478513e-14,25.624720335006714,3.627760410308838,4.621241092681885
PBE,PBE,10,N/A,NAO-VCC-3Z,1.9620306864886794,-14854.965869877982,-14854.96586987797,-6189.671579643676,-6189.671579643664,-1.5105352801914052e-15,25.733616590499878,3.6970221996307373,4.7432191371917725
PBE,PBE,10,N/A,NAO-VCC-3Z,2.16203068648868,-14854.941659998276,-14854.94165999828,-6189.764624393565,-6189.764624393569,-6.042141120765621e-15,26.016515731811523,3.798518419265747,4.704447984695435
PBE,PBE,10,N/A,NAO-VCC-3Z,2.0620306864886793,-14854.955988893782,-14854.955988893786,-6189.71930171,-6189.719301710006,-2.4357381393086408e-14,26.485544204711914,3.6879830360412598,4.73094630241394
PBE,PBE,10,N/A,NAO-VCC-3Z,1.8620306864886793,-14854.967661511382,-14854.967661511386,-6189.602930178012,-6189.6029301780145,1.9636958642488267e-14,26.71354866027832,3.7423198223114014,4.806994676589966
PBE,PBE,10,N/A,NAO-VCC-3Z,1.7620306864886794,-14854.95584616922,-14854.955846169221,-6189.516685756515,-6189.516685756518,-3.776338200478513e-15,26.730924129486084,3.804717779159546,4.859459400177002
PBE,PBE,10,N/A,NAO-VCC-3Z,1.6620306864886796,-14854.92213282085,-14854.92213282085,-6189.401719364184,-6189.401719364183,7.911428530002485e-14,27.606075525283813,3.7344889640808105,4.809659004211426
PBE,PBE,10,N/A,NAO-VCC-3Z,1.5620306864886795,-14854.854187431196,-14854.854187431205,-6189.2479201783335,-6189.247920178341,6.382011558808687e-14,27.50125503540039,3.8153181076049805,4.948524713516235
PBE,PBE,10,N/A,NAO-VCC-3Z,1.4620306864886796,-14854.733694270115,-14854.733694270115,-6189.025748998382,-6189.025748998383,6.212076339787154e-14,27.566426515579224,3.9225220680236816,4.916689395904541
PBE,PBE,10,N/A,NAO-VCC-3Z,1.3620306864886795,-14854.533362510845,-14854.533362510838,-6188.7170639544,-6188.717063954393,5.2679917896675256e-14,27.810606002807617,3.9304404258728027,4.933973073959351
PBE,PBE,10,N/A,NAO-VCC-3Z,1.2620306864886794,-14854.212132388951,-14854.212132388959,-6188.277616131905,-6188.2776161319125,5.758915755729733e-14,28.137598514556885,4.009715557098389,5.050181865692139
PBE,PBE,10,N/A,NAO-VCC-3Z,4.2620306864886786,-14854.754003516457,-14854.754003516446,-6190.282315161742,-6190.282315161732,5.022529806636422e-14,22.362218618392944,3.6309304237365723,4.229978561401367
PBE,PBE,10,N/A,NAO-VCC-3Z,4.362030686488679,-14854.751793357564,-14854.751793357564,-6190.306111305454,-6190.306111305452,4.4560790765646456e-14,22.370288133621216,3.723586082458496,4.174062490463257
PBE,PBE,10,N/A,NAO-VCC-3Z,3.86203068648868,-14854.765839334412,-14854.765839334399,-6190.194821873047,-6190.194821873036,-7.042870743892427e-14,22.426692008972168,3.744555950164795,4.215744256973267
PBE,PBE,10,N/A,NAO-VCC-3Z,3.762030686488679,-14854.769757093341,-14854.769757093345,-6190.170632390889,-6190.170632390892,-4.8903579696196745e-14,22.370569467544556,3.6781060695648193,4.319304943084717
PBE,PBE,10,N/A,NAO-VCC-3Z,3.662030686488679,-14854.774152566983,-14854.774152566988,-6190.153713791649,-6190.153713791653,-6.608591850837398e-15,22.53527307510376,3.8086588382720947,4.250916242599487
PBE,PBE,10,N/A,NAO-VCC-3Z,3.5620306864886793,-14854.779094564787,-14854.779094564783,-6190.130116213181,-6190.130116213178,1.0479338506327874e-13,22.64783215522766,3.700228452682495,4.280232906341553
PBE,PBE,10,N/A,NAO-VCC-3Z,4.062030686488679,-14854.759251246567,-14854.759251246569,-6190.2371617303115,-6190.2371617303115,2.7944902683540997e-14,22.35118818283081,4.274546146392822,4.152347087860107
PBE,PBE,10,N/A,NAO-VCC-3Z,3.4620306864886787,-14854.784650933743,-14854.784650933745,-6190.102717156484,-6190.102717156486,8.119127131028803e-15,22.636459589004517,3.7104175090789795,4.312407970428467
PBE,PBE,10,N/A,NAO-VCC-3Z,4.162030686488679,-14854.756476765673,-14854.756476765675,-6190.256739011258,-6190.256739011262,-7.986955294012055e-14,22.42522668838501,3.5699944496154785,4.67443060874939
PBE,PBE,10,N/A,NAO-VCC-3Z,3.962030686488679,-14854.76235549643,-14854.762355496425,-6190.224476878739,-6190.224476878732,1.0951380781387688e-14,22.63434910774231,3.785688877105713,4.28427791595459
PBE,PBE,10,N/A,NAO-VCC-3Z,3.362030686488679,-14854.79089012012,-14854.790890120124,-6190.085092320659,-6190.08509232066,2.5867916673277814e-14,22.915794372558594,3.605802536010742,4.318580627441406
